>>>Applying grid seach
>>>Generanting test/train split
Fitting 5 folds for each of 13440 candidates, totalling 67200 fits
0 params - {'clf__algorithm': 'auto', 'clf__leaf_size': 10, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
4004 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - nan; std - nan
4005 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - nan; std - nan
4006 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - nan; std - nan
4007 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - nan; std - nan
4008 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - nan; std - nan
4009 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - nan; std - nan
4010 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - nan; std - nan
4011 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - nan; std - nan
4012 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - nan; std - nan
4013 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - nan; std - nan
4014 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - nan; std - nan
4015 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - nan; std - nan
4016 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - nan; std - nan
4017 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - nan; std - nan
4018 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - nan; std - nan
4019 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - nan; std - nan
4020 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - nan; std - nan
4021 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - nan; std - nan
4022 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - nan; std - nan
4023 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - nan; std - nan
4024 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - nan; std - nan
4025 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - nan; std - nan
4026 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - nan; std - nan
4027 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - nan; std - nan
4028 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - nan; std - nan
4029 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - nan; std - nan
4030 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - nan; std - nan
4031 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 10, 'clf__metric': 'russellrao', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - nan; std - nan
4032 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
4033 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
4034 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
4035 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
4036 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
4037 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
4038 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
4039 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
4040 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
4041 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
4042 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
4043 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
4044 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
4045 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.65; std - 0.00
4046 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.66; std - 0.00
4047 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.66; std - 0.00
4048 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.66; std - 0.00
4049 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.66; std - 0.00
4050 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.66; std - 0.00
4051 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.66; std - 0.00
4052 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.66; std - 0.00
4053 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.66; std - 0.00
4054 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.66; std - 0.00
4055 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.66; std - 0.00
4056 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.62; std - 0.01
4057 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.62; std - 0.01
4058 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
4059 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
4060 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
4061 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
4062 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
4063 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
4064 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
4065 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
4066 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.63; std - 0.00
4067 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.63; std - 0.00
4068 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.65; std - 0.01
4069 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.65; std - 0.01
4070 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
4071 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.65; std - 0.00
4072 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
4073 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.65; std - 0.00
4074 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
4075 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.65; std - 0.00
4076 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
4077 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.65; std - 0.00
4078 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
4079 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.66; std - 0.00
4080 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.62; std - 0.01
4081 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.62; std - 0.01
4082 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
4083 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
4084 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
4085 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.62; std - 0.00
4086 params - {'clf__algorithm': 'ball_tree', 'clf__leaf_size': 20, 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.62; std - 0.00
